"estimate" "lcl" "ucl"
"D" 11.423389480382 8.16608931001929 15.979965717543
"estimate" "lcl" "ucl"
"D" 12.2514265694954 8.86386744968782 16.9336301382783
"estimate" "lcl" "ucl"
"D" 12.6177379345138 9.06798495601088 17.5570770525523
