"estimate" "lcl" "ucl"
"D" 11.8008164176486 8.35061865632863 16.6765210883513
"estimate" "lcl" "ucl"
"D" 13.0232948700693 9.320631706114 18.1968577474763
"estimate" "lcl" "ucl"
"D" 13.4421548940291 9.5622404684666 18.8963589433812
