"1",0.0568803714709742,-0.00502268465883752,"Model A","SimpleRandom",950
"1",0.0606114925816266,-0.00615231585235856,"Model A","SimpleRandom",850
"1",0.0660342070445051,-0.00962123932389809,"Model A","SimpleRandom",750
"1",0.0640848486685292,-0.0059003999257489,"Model A","SimpleRandom",650
"1",0.0843665007533513,-0.00796433539967333,"Model A","SimpleRandom",550
"1",0.114531755797205,-0.0162585710519034,"Model A","SimpleRandom",350
"1",0.130869957113074,-0.0118383096910307,"Model A","SimpleRandom",250
"1",0.0597908510749476,-0.00526474841006045,"Model A","Spread.one",950
"1",0.0583215654039841,-0.0054759753888093,"Model A","Spread.one",850
"1",0.0606932172405502,-0.00537765253344004,"Model A","Spread.one",750
"1",0.0717987955825674,-0.0061965390652885,"Model A","Spread.one",650
"1",0.0629269593143096,-0.00411104207168492,"Model A","Spread.one",550
"1",0.0772870050302379,-0.00476738356934753,"Model A","Spread.one",350
"1",0.104069448856285,-0.00879662114025917,"Model A","Spread.one",250
"1",0.0590532730192097,-0.00552223351804199,"Model A","SimpleRandom",950
"1",0.0613453502537821,-0.00555970105238505,"Model A","SimpleRandom",850
"1",0.0613743210357729,-0.00871306483961439,"Model A","SimpleRandom",750
"1",0.0663025588934503,-0.00637100799797658,"Model A","SimpleRandom",650
"1",0.0798949413951574,-0.00945262195834105,"Model A","SimpleRandom",550
"1",0.109875967528092,-0.00708346469137976,"Model A","SimpleRandom",350
"1",0.108215015915182,-0.008763676701225,"Model A","SimpleRandom",250
"1",0.0590912573980169,-0.00735192030263949,"Model A","Spread.one",950
"1",0.0589344366670824,-0.0086366137034034,"Model A","Spread.one",850
"1",0.0601173844461378,-0.0051376056998227,"Model A","Spread.one",750
"1",0.0643876654308851,-0.00663601721686946,"Model A","Spread.one",650
"1",0.0640951890637064,-0.00529652217758375,"Model A","Spread.one",550
"1",0.083174865025288,-0.00581893967171995,"Model A","Spread.one",350
"1",0.0971371049802666,-0.00662265529787733,"Model A","Spread.one",250
"1",0.0585351741713829,-0.00508771645307133,"Model A","SimpleRandom",950
"1",0.0619757268778792,-0.00504878924393579,"Model A","SimpleRandom",850
"1",0.0621801605210221,-0.00631006675606916,"Model A","SimpleRandom",750
"1",0.0701162400085289,-0.00860046307396519,"Model A","SimpleRandom",650
"1",0.0798467307195294,-0.00861752559057303,"Model A","SimpleRandom",550
"1",0.103876838629975,-0.0116645301575937,"Model A","SimpleRandom",350
"1",0.163432020313776,-0.0146317187360232,"Model A","SimpleRandom",250
"1",0.0576101801064135,-0.0047863120288539,"Model A","Spread.one",950
"1",0.0579579089691982,-0.00568010911164066,"Model A","Spread.one",850
"1",0.0616346474528098,-0.00563253320803725,"Model A","Spread.one",750
"1",0.0625798415385616,-0.00514996134111934,"Model A","Spread.one",650
"1",0.0707958790600606,-0.00738161663187907,"Model A","Spread.one",550
"1",0.0933944802477588,-0.00660017263307031,"Model A","Spread.one",350
"1",0.111998620716115,-0.00565965245731156,"Model A","Spread.one",250
"1",0.0616433972583091,-0.00496137648067323,"Model A","SimpleRandom",950
"1",0.0630541283959312,-0.00868839727011619,"Model A","SimpleRandom",850
"1",0.0662279329522591,-0.0079927971871515,"Model A","SimpleRandom",750
"1",0.0698986574316296,-0.0094834104514497,"Model A","SimpleRandom",650
"1",0.0683958722139308,-0.00812192298751242,"Model A","SimpleRandom",550
"1",0.094900165586755,-0.00823762190061381,"Model A","SimpleRandom",350
"1",0.130973314164252,-0.00895581568079028,"Model A","SimpleRandom",250
