"estimate","lcl","ucl","model"
"1",13.5012535006565,9.86478161132488,18.4782444529462,"Model A"
"2",12.6695536641089,9.29926289431871,17.2613240287896,"Model B"
"3",13.6040273716055,9.931040229893,18.6354658165942,"Model C"
"4",12.5493467069984,9.21947929063434,17.0818869274357,"Model D"
"5",14.2348825705802,10.413714234204,19.4581757518043,"Model E"
