"g0.bTRUE","Model","Subtype"
"1",-0.0230253712831485,"Model E","Spread.one"
"1",-0.0239592313926229,"Model E","Spread.one"
"1",-0.0252670871071544,"Model E","Spread.one"
"1",-0.0228653027151755,"Model E","Spread.one"
"1",-0.0220972577100609,"Model E","Spread.one"
"1",-0.0226804298320604,"Model E","Spread.one"
"1",-0.0280744924625783,"Model E","Spread.one"
"1",-0.0252579136723643,"Model E","Spread.one"
"1",-0.0224599558514774,"Model E","Spread.one"
"1",-0.0225041906072741,"Model E","Spread.one"
"1",-0.024503998653625,"Model E","Spread.one"
"1",-0.0230652132061938,"Model E","Spread.one"
"1",-0.0214761069365346,"Model E","Spread.one"
"1",-0.0235541815746071,"Model E","Spread.one"
"1",-0.0242179503393005,"Model E","Spread.one"
"1",-0.0216207372943726,"Model E","Spread.one"
"1",-0.0248641204173333,"Model E","Spread.one"
"1",-0.021926974975633,"Model E","Spread.one"
"1",-0.0242074328961305,"Model E","Spread.one"
"1",-0.0212319179420766,"Model E","Spread.one"
"1",-0.0244885227799173,"Model E","Spread.one"
"1",-0.0230493742368016,"Model E","Spread.one"
"1",-0.0202989503443925,"Model E","Spread.one"
"1",-0.0240304528188408,"Model E","Spread.one"
"1",-0.0245085253428004,"Model E","Spread.one"
"1",-0.0277503498246062,"Model E","Spread.one"
"1",-0.021670741698663,"Model E","Spread.one"
"1",-0.0249985014262518,"Model E","Spread.one"
"1",-0.0271126350805949,"Model E","Spread.one"
"1",-0.0210040016727434,"Model E","Spread.one"
"1",-0.0249253704828124,"Model E","Spread.one"
"1",-0.0239819263231964,"Model E","Spread.one"
"1",-0.0228763448383024,"Model E","Spread.one"
"1",-0.026906852595877,"Model E","Spread.one"
"1",-0.0224969588578441,"Model E","Spread.one"
"1",-0.0248722461725098,"Model E","Spread.one"
"1",-0.0247620581368227,"Model E","Spread.one"
"1",-0.0232018416483358,"Model E","Spread.one"
"1",-0.0202269781194072,"Model E","Spread.one"
"1",-0.025151019122688,"Model E","Spread.one"
"1",-0.0256211482590072,"Model E","Spread.one"
"1",-0.0235677675429398,"Model E","Spread.one"
"1",-0.0251189127211063,"Model E","Spread.one"
"1",-0.0250585312428978,"Model E","Spread.one"
"1",-0.0231242742060163,"Model E","Spread.one"
"1",-0.0224946496741067,"Model E","Spread.one"
"1",-0.0276589918212143,"Model E","Spread.one"
"1",-0.0236588959942652,"Model E","Spread.one"
"1",-0.0240922034847958,"Model E","Spread.one"
"1",-0.0249728544937918,"Model E","Spread.one"
"1",-0.0236989344697263,"Model E","Spread.one"
"1",-0.0228390341777029,"Model E","Spread.one"
"1",-0.0253011832225721,"Model E","Spread.one"
"1",-0.0246985094101175,"Model E","Spread.one"
"1",-0.0226535470056522,"Model E","Spread.one"
"1",-0.0235464043316608,"Model E","Spread.one"
"1",-0.0243950724616813,"Model E","Spread.one"
"1",-0.0256267978625963,"Model E","Spread.one"
"1",-0.0244891302512126,"Model E","Spread.one"
"1",-0.0236865237570391,"Model E","Spread.one"
"1",-0.0215683614276401,"Model E","Spread.one"
"1",-0.0207553124464912,"Model E","Spread.one"
"1",-0.0214752561427376,"Model E","Spread.one"
"1",-0.0229089175930041,"Model E","Spread.one"
"1",-0.0226660729901546,"Model E","Spread.one"
"1",-0.02444145527317,"Model E","Spread.one"
"1",-0.0241440234958155,"Model E","Spread.one"
"1",-0.0237508809895259,"Model E","Spread.one"
"1",-0.0231946121769886,"Model E","Spread.one"
"1",-0.0244043329033759,"Model E","Spread.one"
"1",-0.0259470285447933,"Model E","Spread.one"
"1",-0.0259582260064855,"Model E","Spread.one"
"1",-0.0224773978922856,"Model E","Spread.one"
"1",-0.0244725235031944,"Model E","Spread.one"
"1",-0.0220909227478662,"Model E","Spread.one"
"1",-0.0228174314058784,"Model E","Spread.one"
"1",-0.0230621588306464,"Model E","Spread.one"
"1",-0.0242412010172661,"Model E","Spread.one"
"1",-0.0236347886465479,"Model E","Spread.one"
"1",-0.0225633529384594,"Model E","Spread.one"
"1",-0.023929729922761,"Model E","Spread.one"
"1",-0.0231364940230452,"Model E","Spread.one"
"1",-0.0221752043613783,"Model E","Spread.one"
"1",-0.0233559124774475,"Model E","Spread.one"
"1",-0.022885230582384,"Model E","Spread.one"
"1",-0.0266872806835534,"Model E","Spread.one"
"1",-0.0225399411133666,"Model E","Spread.one"
"1",-0.0231435289558822,"Model E","Spread.one"
"1",-0.0284819300767015,"Model E","Spread.one"
"1",-0.0245889884109827,"Model E","Spread.one"
"1",-0.0246175491850542,"Model E","Spread.one"
"1",-0.0229619340113772,"Model E","Spread.one"
"1",-0.0242315821201472,"Model E","Spread.one"
"1",-0.0280417256222842,"Model E","Spread.one"
"1",-0.0263331416218116,"Model E","Spread.one"
"1",-0.0225674014722067,"Model E","Spread.one"
"1",-0.0223403683165646,"Model E","Spread.one"
"1",-0.0231526070305859,"Model E","Spread.one"
"1",-0.0258636145022502,"Model E","Spread.two"
"1",-0.0235610457254074,"Model E","Spread.two"
"1",-0.0274177083977052,"Model E","Spread.two"
"1",-0.0244331053554971,"Model E","Spread.two"
"1",-0.0250208860856407,"Model E","Spread.two"
"1",-0.0244332731977966,"Model E","Spread.two"
"1",-0.0250206265228515,"Model E","Spread.two"
"1",-0.0251402574536074,"Model E","Spread.two"
"1",-0.0244331968238501,"Model E","Spread.two"
"1",-0.0241416950865513,"Model E","Spread.two"
"1",-0.0225692757574725,"Model E","Spread.two"
"1",-0.024015610453498,"Model E","Spread.two"
"1",-0.0237855221660201,"Model E","Spread.two"
"1",-0.0244247765250825,"Model E","Spread.two"
"1",-0.0253156043663554,"Model E","Spread.two"
"1",-0.0248479633189094,"Model E","Spread.two"
"1",-0.0235274617530672,"Model E","Spread.two"
"1",-0.0245711995766171,"Model E","Spread.two"
"1",-0.0246520042003322,"Model E","Spread.two"
"1",-0.0260008657754299,"Model E","Spread.two"
"1",-0.0238116101284861,"Model E","Spread.two"
"1",-0.0221746773166806,"Model E","Spread.two"
"1",-0.0236180509576152,"Model E","Spread.two"
"1",-0.0263554788170956,"Model E","Spread.two"
"1",-0.0235754396139055,"Model E","Spread.two"
"1",-0.0245342854624954,"Model E","Spread.two"
"1",-0.0226763562972064,"Model E","Spread.two"
"1",-0.02718790973459,"Model E","Spread.two"
"1",-0.0261116806528159,"Model E","Spread.two"
"1",-0.0255019849283929,"Model E","Spread.two"
"1",-0.0242679039812292,"Model E","Spread.two"
"1",-0.0245022154352826,"Model E","Spread.two"
"1",-0.0239129039024054,"Model E","Spread.two"
"1",-0.0225413861666278,"Model E","Spread.two"
"1",-0.0252227261663215,"Model E","Spread.two"
"1",-0.0238437726747174,"Model E","Spread.two"
"1",-0.0232597678453989,"Model E","Spread.two"
"1",-0.025544882378029,"Model E","Spread.two"
"1",-0.0261282186359295,"Model E","Spread.two"
"1",-0.0227430854244282,"Model E","Spread.two"
"1",-0.0228010204365736,"Model E","Spread.two"
"1",-0.0239971646130824,"Model E","Spread.two"
"1",-0.0238824693873766,"Model E","Spread.two"
"1",-0.0258995452934805,"Model E","Spread.two"
"1",-0.0217926569836621,"Model E","Spread.two"
"1",-0.0215659144844548,"Model E","Spread.two"
"1",-0.024689576654375,"Model E","Spread.two"
"1",-0.0258203480551037,"Model E","Spread.two"
"1",-0.0242679415772502,"Model E","Spread.two"
"1",-0.0245991008708824,"Model E","Spread.two"
"1",-0.0245744126754288,"Model E","Spread.two"
"1",-0.0243895942060671,"Model E","Spread.two"
"1",-0.0234299303284573,"Model E","Spread.two"
"1",-0.0227938907302439,"Model E","Spread.two"
"1",-0.023649225177677,"Model E","Spread.two"
"1",-0.0275709826410554,"Model E","Spread.two"
"1",-0.0243930004923592,"Model E","Spread.two"
"1",-0.0245378827714869,"Model E","Spread.two"
"1",-0.024598007325645,"Model E","Spread.two"
"1",-0.0230711809358956,"Model E","Spread.two"
"1",-0.0273139842727649,"Model E","Spread.two"
"1",-0.0237022839345179,"Model E","Spread.two"
"1",-0.0258639990316575,"Model E","Spread.two"
"1",-0.0300078644870692,"Model E","Spread.two"
"1",-0.0231748378476967,"Model E","Spread.two"
"1",-0.0231719549910759,"Model E","Spread.two"
"1",-0.0252757973192665,"Model E","Spread.two"
"1",-0.0274536493935646,"Model E","Spread.two"
"1",-0.0232844160224546,"Model E","Spread.two"
"1",-0.0257203748362554,"Model E","Spread.two"
"1",-0.0275726255157186,"Model E","Spread.two"
"1",-0.0223402113927456,"Model E","Spread.two"
"1",-0.0238244110554277,"Model E","Spread.two"
"1",-0.0237836711811142,"Model E","Spread.two"
"1",-0.0255801411705816,"Model E","Spread.two"
"1",-0.0262877773497628,"Model E","Spread.two"
"1",-0.0271271287723565,"Model E","Spread.two"
"1",-0.0286382584336253,"Model E","Spread.two"
"1",-0.0232621584557625,"Model E","Spread.two"
"1",-0.0286588331451586,"Model E","Spread.two"
"1",-0.0236200927289901,"Model E","Spread.two"
"1",-0.0203690462928339,"Model E","Spread.two"
"1",-0.0228937402880209,"Model E","Spread.two"
"1",-0.0267775679038953,"Model E","Spread.two"
"1",-0.0265064163150456,"Model E","Spread.two"
"1",-0.0244046479830589,"Model E","Spread.two"
"1",-0.0249608569059468,"Model E","Spread.two"
"1",-0.0263691900139714,"Model E","Spread.two"
"1",-0.0230291100256134,"Model E","Spread.two"
"1",-0.023354016095187,"Model E","Spread.two"
"1",-0.0246757677636336,"Model E","Spread.two"
"1",-0.0230950264152056,"Model E","Spread.two"
"1",-0.0249449199727861,"Model E","Spread.two"
"1",-0.0251462627009623,"Model E","Spread.two"
"1",-0.024549392035303,"Model E","Spread.two"
"1",-0.02419303345809,"Model E","Spread.two"
"1",-0.0240288260942957,"Model E","Spread.two"
"1",-0.0242821559635777,"Model E","Spread.two"
"1",-0.0216756943561214,"Model E","Spread.two"
"1",-0.0255852343461813,"Model E","Spread.two"
"1",-0.0258015452251357,"Model E","Spread.two"
"1",-0.0234178187935227,"Model E","Spread.two"
"1",-0.0275473085138813,"Model E","Spread.two"
"1",-0.0247821421226859,"Model E","Spread.two"
"1",-0.0245166888088542,"Model E","Spread.two"
"1",-0.0231747540146554,"Model E","Spread.two"
"1",-0.0251492089355673,"Model E","Spread.two"
"1",-0.0276094680637761,"Model E","Spread.two"
"1",-0.0238932115574796,"Model E","Spread.two"
"1",-0.0258155738235946,"Model E","Spread.two"
"1",-0.0251017421626373,"Model E","Spread.two"
"1",-0.0251814675144236,"Model E","Spread.two"
"1",-0.0242119747405688,"Model E","Spread.two"
"1",-0.0249457604953047,"Model E","Spread.two"
"1",-0.0235623989998852,"Model E","Spread.two"
"1",-0.0242242231050331,"Model E","Spread.two"
"1",-0.0235205301253258,"Model E","Stratified"
"1",-0.02446811158199,"Model E","Stratified"
"1",-0.023094715921354,"Model E","Stratified"
"1",-0.0234116838505459,"Model E","Stratified"
"1",-0.0240284818000328,"Model E","Stratified"
"1",-0.0224616604883847,"Model E","Stratified"
"1",-0.0295736451167237,"Model E","Stratified"
"1",-0.0240283701216326,"Model E","Stratified"
"1",-0.022461516334201,"Model E","Stratified"
"1",-0.0295735522390178,"Model E","Stratified"
"1",-0.0240284159207953,"Model E","Stratified"
"1",-0.0224615619043642,"Model E","Stratified"
"1",-0.0240285220492817,"Model E","Stratified"
"1",-0.0267792601995211,"Model E","Stratified"
"1",-0.0269965032409026,"Model E","Stratified"
"1",-0.0236974611755074,"Model E","Stratified"
"1",-0.0257826908982149,"Model E","Stratified"
"1",-0.0227597899081953,"Model E","Stratified"
"1",-0.023873832026929,"Model E","Stratified"
"1",-0.0244812974133472,"Model E","Stratified"
"1",-0.0230487820775791,"Model E","Stratified"
"1",-0.0276347603070028,"Model E","Stratified"
"1",-0.0247191964250042,"Model E","Stratified"
"1",-0.0243756398210705,"Model E","Stratified"
"1",-0.0245801210491214,"Model E","Stratified"
"1",-0.0232093415727408,"Model E","Stratified"
"1",-0.0260533595599944,"Model E","Stratified"
"1",-0.023552184290262,"Model E","Stratified"
"1",-0.0236522835276681,"Model E","Stratified"
"1",-0.0250646889922471,"Model E","Stratified"
"1",-0.0256778209523995,"Model E","Stratified"
"1",-0.0249265407363583,"Model E","Stratified"
"1",-0.025550288153213,"Model E","Stratified"
"1",-0.0220727596363304,"Model E","Stratified"
"1",-0.0228222362933785,"Model E","Stratified"
"1",-0.0242179763742307,"Model E","Stratified"
"1",-0.0229666882143959,"Model E","Stratified"
"1",-0.0238165329041762,"Model E","Stratified"
"1",-0.023899950424606,"Model E","Stratified"
"1",-0.0258910767530673,"Model E","Stratified"
"1",-0.0270473192436007,"Model E","Stratified"
"1",-0.0241045049569482,"Model E","Stratified"
"1",-0.0261050579753644,"Model E","Stratified"
"1",-0.0246035767446967,"Model E","Stratified"
"1",-0.0230338426462384,"Model E","Stratified"
"1",-0.0234679519736097,"Model E","Stratified"
"1",-0.0221143570347792,"Model E","Stratified"
"1",-0.0208166374881624,"Model E","Stratified"
"1",-0.0263350129193424,"Model E","Stratified"
"1",-0.0236060635702087,"Model E","Stratified"
"1",-0.023937650846349,"Model E","Stratified"
"1",-0.0219625443998177,"Model E","Stratified"
"1",-0.0257352414066697,"Model E","Stratified"
"1",-0.0254795500752939,"Model E","Stratified"
"1",-0.0242548502800315,"Model E","Stratified"
"1",-0.0229807477935516,"Model E","Stratified"
"1",-0.0212619848812867,"Model E","Stratified"
"1",-0.02491822814161,"Model E","Stratified"
"1",-0.0242732164313847,"Model E","Stratified"
"1",-0.0231097268778091,"Model E","Stratified"
"1",-0.0240435357063776,"Model E","Stratified"
"1",-0.0256219325100424,"Model E","Stratified"
"1",-0.0248441748605962,"Model E","Stratified"
"1",-0.0241905800166297,"Model E","Stratified"
"1",-0.0237196566604886,"Model E","Stratified"
"1",-0.0225628143845619,"Model E","Stratified"
"1",-0.0262544164563273,"Model E","Stratified"
"1",-0.0263738465411535,"Model E","Stratified"
"1",-0.0245755257742015,"Model E","Stratified"
"1",-0.0235247730154239,"Model E","Stratified"
"1",-0.0250824204810785,"Model E","Stratified"
"1",-0.0215681810567713,"Model E","Stratified"
"1",-0.0247241923913703,"Model E","Stratified"
"1",-0.0237873805430054,"Model E","Stratified"
"1",-0.0244019287158161,"Model E","Stratified"
"1",-0.0214044463360973,"Model E","Stratified"
"1",-0.0253267460976345,"Model E","Stratified"
"1",-0.0220846865408281,"Model E","Stratified"
"1",-0.0223645716269352,"Model E","Stratified"
"1",-0.0254441824474313,"Model E","Stratified"
"1",-0.0243476000768034,"Model E","Stratified"
"1",-0.0239274992521888,"Model E","Stratified"
"1",-0.0261845162005036,"Model E","Stratified"
"1",-0.0214790962769888,"Model E","Stratified"
"1",-0.0247410173397159,"Model E","Stratified"
"1",-0.0253256259605125,"Model E","Stratified"
"1",-0.0248177407032219,"Model E","Stratified"
"1",-0.0251776961407179,"Model E","Stratified"
"1",-0.0212997404293193,"Model E","Stratified"
"1",-0.0219848919682518,"Model E","Stratified"
"1",-0.0228888231304381,"Model E","Stratified"
"1",-0.0268633818424479,"Model E","Stratified"
"1",-0.0242689802300267,"Model E","Stratified"
"1",-0.0252213994849322,"Model E","Stratified"
"1",-0.0255147343419336,"Model E","Stratified"
"1",-0.0231095877498703,"Model E","Stratified"
"1",-0.0254406074512928,"Model E","Stratified"
"1",-0.0263810182188635,"Model E","Stratified"
"1",-0.023539656664089,"Model E","Stratified"
"1",-0.0255716939172728,"Model E","Stratified"
"1",-0.0224794211948091,"Model E","Stratified"
"1",-0.0236354380938264,"Model E","Stratified"
"1",-0.0231608180566012,"Model E","Stratified"
"1",-0.0247718617086606,"Model E","Stratified"
"1",-0.02352781309311,"Model E","Stratified"
"1",-0.0212979356875656,"Model E","Stratified"
"1",-0.0233855222787807,"Model E","Stratified"
"1",-0.0229590594415096,"Model E","Stratified"
"1",-0.0232317270434315,"Model E","Stratified"
"1",-0.023913121182074,"Model E","Stratified"
"1",-0.0243701425274828,"Model E","Stratified"
"1",-0.0248843051745266,"Model E","Stratified"
"1",-0.0242532845257826,"Model E","Stratified"
"1",-0.0244273560716861,"Model E","Stratified"
"1",-0.0226699011805136,"Model E","Stratified"
"1",-0.025375593882362,"Model E","Stratified"
"1",-0.025183880790921,"Model E","Stratified"
"1",-0.0229394723127382,"Model E","Stratified"
"1",-0.0217174400318344,"Model E","Stratified"
"1",-0.0232419076642204,"Model E","Stratified"
"1",-0.0271430940638162,"Model E","Stratified"
"1",-0.0242402562272015,"Model E","Stratified"
