"BearMR","17-2-02",6,42,"M"
"BearMR","171-105-09",4,105,"M"
"BearMR","171-105-09",5,105,"M"
"BearMR","171-105-09",3,115,"M"
"BearMR","171-105-09",5,121,"M"
"BearMR","19-50-05",5,50,"F"
"BearMR","19-50-05",6,61,"F"
"BearMR","19-50-05",6,73,"F"
"BearMR","2213",1,14,"F"
"BearMR","2213",2,14,"F"
"BearMR","2213",4,14,"F"
"BearMR","2213",6,14,"F"
"BearMR","2213",5,15,"F"
"BearMR","2213",2,24,"F"
"BearMR","2213",3,25,"F"
"BearMR","2213",1,26,"F"
"BearMR","2213",3,26,"F"
"BearMR","2213",4,26,"F"
"BearMR","2213",6,26,"F"
"BearMR","2213",4,33,"F"
"BearMR","2213",3,34,"F"
"BearMR","2213",4,34,"F"
"BearMR","2213",5,34,"F"
"BearMR","2213",6,34,"F"
"BearMR","2213",2,35,"F"
"BearMR","2213",5,35,"F"
"BearMR","2213",6,35,"F"
"BearMR","2213",2,36,"F"
"BearMR","2213",6,36,"F"
"BearMR","2213",4,46,"F"
"BearMR","2213",5,46,"F"
"BearMR","2213",6,46,"F"
"BearMR","2213",4,60,"F"
"BearMR","2213",1,71,"F"
"BearMR","2213",4,71,"F"
"BearMR","2213",5,71,"F"
"BearMR","2213",6,71,"F"
"BearMR","2213",4,72,"F"
"BearMR","23-100-05",1,90,"M"
"BearMR","23-100-05",1,100,"M"
"BearMR","23-100-05",2,100,"M"
"BearMR","235-77-01",4,77,"F"
"BearMR","24-66-03",5,53,"M"
"BearMR","24-66-03",4,55,"M"
"BearMR","24-66-03",6,56,"M"
"BearMR","25-55-01",2,41,"M"
"BearMR","25-55-01",5,41,"M"
"BearMR","25-55-01",2,55,"M"
"BearMR","25-55-01",3,55,"M"
"BearMR","25-55-01",4,55,"M"
"BearMR","25-55-01",5,56,"M"
"BearMR","25-55-01",4,66,"M"
"BearMR","25-55-01",1,67,"M"
"BearMR","25-55-01",2,67,"M"
"BearMR","25-55-01",4,67,"M"
"BearMR","25-55-01",2,77,"M"
"BearMR","25-55-01",5,77,"M"
"BearMR","25-55-01",4,78,"M"
"BearMR","25-55-01",5,78,"M"
"BearMR","25-55-01",2,88,"M"
"BearMR","25-55-01",1,89,"M"
"BearMR","25-55-01",2,89,"M"
"BearMR","25-55-01",3,89,"M"
"BearMR","25-55-01",4,89,"M"
"BearMR","25-55-01",1,90,"M"
"BearMR","25-55-01",2,90,"M"
"BearMR","25-55-01",3,90,"M"
"BearMR","25-55-01",4,90,"M"
"BearMR","25-55-01",2,91,"M"
"BearMR","25-55-01",4,91,"M"
"BearMR","25-55-01",5,91,"M"
"BearMR","25-55-01",6,91,"M"
"BearMR","276-121-04",6,121,"M"
"BearMR","30-120-03",3,93,"F"
"BearMR","30-120-03",6,120,"F"
"BearMR","30-120-03",4,121,"F"
"BearMR","30-120-03",5,121,"F"
"BearMR","30-91-01",1,91,"M"
"BearMR","3002",1,26,"F"
"BearMR","3002",4,26,"F"
"BearMR","3002",2,36,"F"
"BearMR","3002",4,60,"F"
"BearMR","3002",4,71,"F"
"BearMR","3002",5,72,"F"
"BearMR","31-60-03",2,1,"M"
"BearMR","31-60-03",2,2,"M"
"BearMR","31-60-03",2,21,"M"
"BearMR","31-60-03",4,21,"M"
"BearMR","31-60-03",2,22,"M"
"BearMR","31-60-03",3,22,"M"
"BearMR","31-60-03",3,33,"M"
"BearMR","31-60-03",2,34,"M"
"BearMR","31-60-03",2,48,"M"
"BearMR","31-60-03",2,49,"M"
"BearMR","31-60-03",4,59,"M"
"BearMR","31-60-03",2,60,"M"
"BearMR","31-60-03",3,71,"M"
"BearMR","31-60-03",2,95,"M"
"BearMR","31-60-03",4,95,"M"
"BearMR","31-60-03",3,96,"M"
"BearMR","31-60-03",5,106,"M"
"BearMR","31-60-03",4,107,"M"
"BearMR","31-60-03",4,118,"M"
"BearMR","347-22-03",6,22,"F"
"BearMR","35-69-01",3,45,"F"
"BearMR","35-69-01",4,45,"F"
"BearMR","35-69-01",4,56,"F"
"BearMR","35-69-01",2,57,"F"
"BearMR","35-69-01",3,57,"F"
"BearMR","35-69-01",5,57,"F"
"BearMR","35-69-01",1,69,"F"
"BearMR","361-41-05",6,41,"F"
"BearMR","377-120-04",6,120,"F"
"BearMR","38-34-09",4,10,"M"
"BearMR","38-34-09",5,14,"M"
"BearMR","38-34-09",4,35,"M"
"BearMR","41-26-05",2,26,"M"
"BearMR","45-29-01",2,29,"M"
"BearMR","45-29-01",3,29,"M"
"BearMR","45-29-01",4,29,"M"
"BearMR","45-29-01",5,29,"M"
"BearMR","47-64-04",5,51,"F"
"BearMR","47-64-04",4,52,"F"
"BearMR","47-64-04",2,64,"F"
"BearMR","47-64-04",3,64,"F"
"BearMR","47-64-04",3,98,"F"
"BearMR","47-64-04",4,98,"F"
"BearMR","49-20-03",2,20,"F"
"BearMR","49-20-03",5,20,"F"
"BearMR","49-20-03",4,29,"F"
"BearMR","56-28-01",2,11,"M"
"BearMR","56-28-01",2,18,"M"
"BearMR","6-87-08",4,64,"F"
"BearMR","6-87-08",1,87,"F"
"BearMR","6-87-08",4,99,"F"
"BearMR","6-87-08",5,99,"F"
"BearMR","6-87-08",5,108,"F"
"BearMR","6-87-08",2,119,"F"
"BearMR","67-114-04",5,33,"M"
"BearMR","67-114-04",2,34,"M"
"BearMR","67-114-04",3,34,"M"
"BearMR","67-114-04",4,36,"M"
"BearMR","67-114-04",2,46,"M"
"BearMR","67-114-04",4,46,"M"
"BearMR","67-114-04",4,60,"M"
"BearMR","67-114-04",5,82,"M"
"BearMR","67-114-04",2,83,"M"
"BearMR","67-114-04",3,83,"M"
"BearMR","67-114-04",5,83,"M"
"BearMR","67-114-04",3,92,"M"
"BearMR","67-114-04",4,92,"M"
"BearMR","67-114-04",6,92,"M"
"BearMR","67-114-04",5,93,"M"
"BearMR","67-114-04",6,93,"M"
"BearMR","67-114-04",3,94,"M"
"BearMR","67-114-04",4,94,"M"
"BearMR","67-114-04",5,94,"M"
"BearMR","67-114-04",5,101,"M"
"BearMR","67-114-04",6,101,"M"
"BearMR","67-114-04",4,104,"M"
"BearMR","67-114-04",3,106,"M"
"BearMR","67-114-04",2,114,"M"
"BearMR","67-114-04",3,114,"M"
"BearMR","67-114-04",6,114,"M"
"BearMR","7-34-11",4,34,"M"
"BearMR","7-34-11",5,42,"M"
"BearMR","7-34-11",3,55,"M"
"BearMR","7-34-11",5,55,"M"
"BearMR","7-34-11",3,56,"M"
"BearMR","7-34-11",5,67,"M"
"BearMR","7-34-11",6,67,"M"
"BearMR","7-34-11",6,78,"M"
"BearMR","7-34-11",5,89,"M"
"BearMR","7-34-11",3,91,"M"
"BearMR","7-34-11",5,91,"M"
"BearMR","7-34-11",3,100,"M"
"BearMR","7-34-11",4,100,"M"
"BearMR","7-34-11",5,100,"M"
"BearMR","72-119-02",4,87,"M"
"BearMR","72-119-02",5,87,"M"
"BearMR","72-119-02",3,109,"M"
"BearMR","72-119-02",4,109,"M"
"BearMR","72-119-02",5,109,"M"
"BearMR","72-119-02",4,119,"M"
"BearMR","78-72-05",2,72,"M"
"BearMR","82-42-01",2,42,"M"
"BearMR","84-66-02",2,66,"F"
"BearMR","84-66-02",2,89,"F"
"BearMR","97-69-05",3,69,"M"
"BearMR","97-69-05",4,69,"M"
