1,450985.3031,5254681.397,,,,,,,,,,
2,451999.4152,5254249.698,,,,,,,,,,
3,454180.3281,5253818.487,,,,,,,,,,
4,456276.1232,5254627.041,,,,,,,,,,
5,457306.0797,5253541.516,,,,,,,,,,
6,458243.6453,5253349.349,,,,,,,,,,
7,450896,5255712,,,,,,,,,,
8,452153.0945,5255336.529,,,,,,,,,,
9,454230.0637,5256043.744,,,,,,,,,,
10,454929.7837,5255643.633,,,,,,,,,,
11,456758.4666,5255424.764,,,,,,,,,,
12,458679.6895,5254546.415,,,,,,,,,,
13,450838.2414,5257545.652,,,,,,,,,,
14,452550.5934,5257378.306,,,,,,,,,,
15,454541.3426,5257335.693,,,,,,,,,,
16,456231.7634,5256757.021,,,,,,,,,,
17,457262.3848,5256315.376,,,,,,,,,,
18,458151.8916,5257100.122,,,,,,,,,,
19,461200.4397,5257557.296,,,,,,,,,,
20,461976.0564,5257222.512,,,,,,,,,,
21,447113,5258579,,,,,,,,,,
22,450147,5258488,,,,,,,,,,
23,450700,5258407,,,,,,,,,,
24,452951.6871,5258441.101,,,,,,,,,,
25,454110,5259130,,,,,,,,,,
26,454886.8314,5259517.54,,,,,,,,,,
27,457793.6237,5258269.466,,,,,,,,,,
28,458419.4516,5258740.166,,,,,,,,,,
29,460910.8145,5258923.929,,,,,,,,,,
30,461859.519,5258075.836,,,,,,,,,,
31,447233,5259712,,,,,,,,,,
32,450055.8135,5260607.294,,,,,,,,,,
33,451812.3078,5260219.338,,,,,,,,,,
34,452084.1127,5260892.62,,,,,,,,,,
35,454368,5260412,,,,,,,,,,
36,455078.6138,5259915.527,,,,,,,,,,
37,457948.4488,5260690.744,,,,,,,,,,
38,458970.6945,5260231.564,,,,,,,,,,
39,460646.9072,5260068.024,,,,,,,,,,
40,462442.1637,5260810.427,,,,,,,,,,
41,444427,5262230,,,,,,,,,,
42,445861,5262072.137,,,,,,,,,,
43,447432.8092,5261707.643,,,,,,,,,,
44,448915.4315,5262260.327,,,,,,,,,,
45,451027.4331,5261989.468,,,,,,,,,,
46,452463.1381,5262289.449,,,,,,,,,,
47,454888.7067,5262643.472,,,,,,,,,,
48,456211.7338,5261646.091,,,,,,,,,,
49,457869.2596,5261589.206,,,,,,,,,,
50,459175.6758,5261811.869,,,,,,,,,,
51,460669.771,5261245.375,,,,,,,,,,
52,462426.9759,5261654.153,,,,,,,,,,
53,445115,5263068,,,,,,,,,,
54,445990.2209,5264033.554,,,,,,,,,,
55,448195.1477,5264171.006,,,,,,,,,,
56,449321.0893,5263948.882,,,,,,,,,,
57,451063.1028,5263404.001,,,,,,,,,,
58,453263.5833,5263077.16,,,,,,,,,,
59,454708.7454,5263241.078,,,,,,,,,,
60,455368.102,5263748.158,,,,,,,,,,
61,456654.0483,5263111.864,,,,,,,,,,
62,458980.2471,5263610.211,,,,,,,,,,
63,460999.9912,5264570.159,,,,,,,,,,
64,461643.143,5263975.499,,,,,,,,,,
65,445083,5264435,,,,,,,,,,
66,445639.5802,5265324.067,,,,,,,,,,
67,447585.1026,5265581.157,,,,,,,,,,
68,449166,5264998,,,,,,,,,,
69,450814.7773,5264610.454,,,,,,,,,,
70,452906.5976,5264738.109,,,,,,,,,,
71,454575.0946,5264024.946,,,,,,,,,,
72,456481.8669,5264722.323,,,,,,,,,,
73,457619.8554,5265692.349,,,,,,,,,,
74,458971.3379,5265217.658,,,,,,,,,,
75,460156.1666,5265140.896,,,,,,,,,,
76,462235.285,5265124.112,,,,,,,,,,
77,446742.4148,5267162.826,,,,,,,,,,
78,448013.2023,5266369.721,,,,,,,,,,
79,448729.8664,5266111.184,,,,,,,,,,
80,451527.5959,5267206.417,,,,,,,,,,
81,452982.5064,5267146.23,,,,,,,,,,
82,454390,5267247,,,,,,,,,,
83,456202.7134,5266372.349,,,,,,,,,,
84,457237.7823,5266440.997,,,,,,,,,,
85,458598.3168,5266759.711,,,,,,,,,,
86,460619.2332,5266516.197,,,,,,,,,,
87,462139.7907,5265838.987,,,,,,,,,,
88,444166.0673,5268719.215,,,,,,,,,,
89,446695.188,5268090.995,,,,,,,,,,
90,447370.056,5268374.046,,,,,,,,,,
91,448993.6504,5268072.851,,,,,,,,,,
92,451541.83,5268678.378,,,,,,,,,,
93,452250,5268031,,,,,,,,,,
94,454478.7971,5268353.052,,,,,,,,,,
95,455618.591,5267802.314,,,,,,,,,,
96,457220.0123,5268643.55,,,,,,,,,,
97,458830.3786,5268531.211,,,,,,,,,,
98,460341.9068,5268295.38,,,,,,,,,,
99,462207.2247,5268711.088,,,,,,,,,,
100,447890.9918,5269501.618,,,,,,,,,,
