101,449575.614,5270693.591,,,,,,,,,,
102,451772.2526,5269608.967,,,,,,,,,,
103,453223.8237,5270263.732,,,,,,,,,,
104,453979.8454,5269914.296,,,,,,,,,,
105,455434.9603,5270443.179,,,,,,,,,,
106,457677.4833,5270021.651,,,,,,,,,,
107,458606.9291,5269340.664,,,,,,,,,,
108,461134.3546,5269862.264,,,,,,,,,,
109,462583.7517,5269981.574,,,,,,,,,,
110,448027.1487,5271787.554,,,,,,,,,,
111,449065.6863,5271655.568,,,,,,,,,,
112,451813.7926,5271365.705,,,,,,,,,,
113,453029.6913,5271703.983,,,,,,,,,,
114,454590.7623,5271436.437,,,,,,,,,,
115,455885.1174,5271882.019,,,,,,,,,,
116,458144.108,5271299.558,,,,,,,,,,
117,458858.1496,5270867.587,,,,,,,,,,
118,460451.0512,5271003.24,,,,,,,,,,
119,461767.0932,5271308.076,,,,,,,,,,
120,454628.0776,5272396.664,,,,,,,,,,
121,456140.4089,5273331.895,,,,,,,,,,
