1,-3.427977339,-8.989433101
2,-2.413865239,-9.421132201
3,-0.232952339,-9.852343701
4,1.862842761,-9.043789301
5,2.892799261,-10.1293142
6,3.830364851,-10.32148141
7,-3.517280439,-7.958830401
8,-2.260185939,-8.334301301
9,-0.183216739,-7.627086001
10,0.516503261,-8.027197401
11,2.345186161,-8.246066101
12,4.266409061,-9.124415501
13,-3.575039039,-6.125178301
14,-1.862687039,-6.292524001
15,0.128062161,-6.335137301
16,1.818482961,-6.913809401
17,2.849104361,-7.355454301
18,3.738611161,-6.570708501
19,6.787159261,-6.113534501
20,7.562775961,-6.448318201
21,-7.300280439,-5.091830401
22,-4.266280439,-5.182830401
23,-3.713280439,-5.263830401
24,-1.461593339,-5.229729201
25,-0.303280439,-4.540830401
26,0.473550961,-4.153290701
27,3.380343261,-5.401364201
28,4.006171161,-4.930664201
29,6.497534061,-4.746901801
30,7.446238561,-5.594994401
31,-7.180280439,-3.958830401
32,-4.357466939,-3.063536401
33,-2.600972639,-3.451492201
34,-2.329167739,-2.778210001
35,-0.045280439,-3.258830401
36,0.665333361,-3.755303301
37,3.535168361,-2.980086301
38,4.557414061,-3.439266701
39,6.233626761,-3.602806701
40,8.028883299,-2.860403461
41,-9.986280439,-1.440830401
42,-8.552280439,-1.598693391
43,-6.980471282,-1.963187601
44,-5.497848984,-1.410503721
45,-3.385847339,-1.681362001
46,-1.950142339,-1.381381501
47,0.475426261,-1.027358801
48,1.798453361,-2.024739801
49,3.455979161,-2.081624901
50,4.762395361,-1.858961501
51,6.256490561,-2.425455701
52,8.013695461,-2.016677601
53,-9.298280439,-0.602830401
54,-8.423059577,0.362723609
55,-6.218132784,0.500175409
56,-5.092191114,0.278051199
57,-3.350177639,-0.266829301
58,-1.149697139,-0.593670201
59,0.295464961,-0.429752501
60,0.954821561,0.077327599
61,2.240767822,-0.558966751
62,4.566966661,-0.060619401
63,6.586710761,0.899328699
64,7.22986257,0.304668429
65,-9.330280439,0.764169599
66,-8.773700233,1.653236879
67,-6.828177864,1.910326709
68,-5.247280439,1.327169599
69,-3.598503093,0.939623189
70,-1.506682876,1.067278749
71,0.161814161,0.354115799
72,2.068586504,1.051492979
73,3.206575004,2.021518149
74,4.558057461,1.546827699
75,5.742886161,1.470065999
76,7.822004547,1.453281889
77,-7.670865597,3.491995899
78,-6.40007809,2.698890649
79,-5.683414047,2.440353499
80,-2.885684536,3.535586259
81,-1.430774051,3.475399689
82,-0.023280439,3.576169599
83,1.789432965,2.701518179
84,2.824501885,2.770166259
85,4.185036319,3.088880109
86,6.205952761,2.845366199
87,7.726510225,2.168156719
88,-10.24721309,5.048384329
89,-7.718092438,4.420164529
90,-7.043224419,4.703215519
91,-5.419630035,4.402020409
92,-2.871450444,5.007547459
93,-2.163280439,4.360169599
94,0.06551663,4.682221449
95,1.205310605,4.131483559
96,2.806731885,4.972719159
97,4.417098159,4.860381029
98,5.928626377,4.624549859
99,7.793944291,5.040258029
100,-6.522288634,5.830787279
101,-4.837666472,7.022760309
102,-2.641027821,5.938136499
103,-1.189456729,6.592901449
104,-0.433435043,6.243465549
105,1.021679862,6.772348949
106,3.264202902,6.350820589
107,4.193648613,5.669833279
108,6.721074114,6.191434039
109,8.170471227,6.310743369
110,-6.386131724,8.116723559
111,-5.347594093,7.984737989
112,-2.599487804,7.694874139
113,-1.383589174,8.033152989
114,0.177481813,7.765606979
115,1.471837007,8.211188249
116,3.730827583,7.628727539
117,4.444869125,7.196756249
118,6.037770789,7.332409859
119,7.353812779,7.637245119
120,0.214797176,8.725833649
121,1.727128447,9.661064809
